dataset_origin,dataset_role,scale,CF_level,search_stage,condition,state_id
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration3720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI2_R03:seed817000043:iteration3720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,0-20%,low_action_entropy,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration1140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,20-40%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration1140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration1900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,40-60%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration1900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration2660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration2660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,60-80%,low_action_entropy,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration2660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration3400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF2,80-100%,high_action_entropy,CB1_TRAIN_M_CF2_RI3_TI3_R01:seed817000044:iteration3400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration1220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,low_action_entropy,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration1220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,low_action_entropy,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,improving,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration3660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,immediately_post_improvement,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration3660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration3660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI1_R01:seed817000045:iteration3660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration1220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration1220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,low_action_entropy,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,low_action_entropy,CB1_TRAIN_M_CF3_RI1_TI2_R02:seed817000046:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,improving,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration1120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,low_action_entropy,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration1120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration1860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration1860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration2580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,high_action_entropy,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration2580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration3320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,low_action_entropy,CB1_TRAIN_M_CF3_RI1_TI3_R03:seed817000047:iteration3320
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,low_action_entropy,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration1240
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration2040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,low_action_entropy,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI1_R02:seed817000048:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,low_action_entropy,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,low_action_entropy,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration2000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration2000
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration2800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration2800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration3600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI2_R03:seed817000049:iteration3600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,low_action_entropy,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration380
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration1140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration1140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration1900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration1900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration2660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,high_action_entropy,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration2660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration3420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,low_action_entropy,CB1_TRAIN_M_CF3_RI2_TI3_R01:seed817000050:iteration3420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,low_action_entropy,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration1260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration2100
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,low_action_entropy,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration2100
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration2920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration2920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration3760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI1_R03:seed817000051:iteration3760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration420
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration1220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration1220
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration2020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration2020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,low_action_entropy,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration3620
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,low_action_entropy,CB1_TRAIN_M_CF3_RI3_TI2_R01:seed817000052:iteration3620
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,0-20%,low_action_entropy,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration400
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,20-40%,low_action_entropy,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration1200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration1980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,40-60%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration1980
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,bottleneck_or_critical_transition,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,60-80%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration3540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,M,CF3,80-100%,high_action_entropy,CB1_TRAIN_M_CF3_RI3_TI3_R02:seed817000053:iteration3540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration1660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration1660
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,low_action_entropy,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration2760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration3840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,low_action_entropy,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration3840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration4960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI1_R01:seed817000054:iteration4960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,low_action_entropy,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,low_action_entropy,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration2860
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration4020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration4020
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration5140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration5140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI2_R02:seed817000055:iteration5140
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration1780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,low_action_entropy,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration1780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration4100
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,high_action_entropy,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration4100
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration5260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,low_action_entropy,CB1_TRAIN_S_CF1_RI1_TI3_R03:seed817000056:iteration5260
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,low_action_entropy,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration4040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,low_action_entropy,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration4040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration5200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI1_R02:seed817000057:iteration5200
